course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,rating,course_document
AI for Business Leaders | Alexander Young | Advanced,AI for Business Leaders,Alexander Young,Advanced,Yes,Yes,59.4,273.92,0.713,26693.0,3.71,Course Name: AI for Business Leaders. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 59.4. Course Price: 273.92. Feedback Score: 0.713. Enrollment Numbers: 26693.0. Average Rating: 3.71.
Photography and Video Editing | Liam Adams | Beginner,Photography and Video Editing,Liam Adams,Beginner,Yes,Yes,50.89,246.97,0.744,24168.0,3.98,Course Name: Photography and Video Editing. Instructor: Liam Adams. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.89. Course Price: 246.97. Feedback Score: 0.744. Enrollment Numbers: 24168.0. Average Rating: 3.98.
Photography and Video Editing | Liam Adams | Intermediate,Photography and Video Editing,Liam Adams,Intermediate,Yes,Yes,49.95,277.23,0.767,24716.0,4.11,Course Name: Photography and Video Editing. Instructor: Liam Adams. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.95. Course Price: 277.23. Feedback Score: 0.767. Enrollment Numbers: 24716.0. Average Rating: 4.11.
Photography and Video Editing | Michael Brown | Advanced,Photography and Video Editing,Michael Brown,Advanced,Yes,Yes,53.04,232.75,0.752,23623.0,4.12,Course Name: Photography and Video Editing. Instructor: Michael Brown. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.04. Course Price: 232.75. Feedback Score: 0.752. Enrollment Numbers: 23623.0. Average Rating: 4.12.
Photography and Video Editing | Michael Brown | Beginner,Photography and Video Editing,Michael Brown,Beginner,Yes,Yes,51.31,253.75,0.734,25306.0,4.04,Course Name: Photography and Video Editing. Instructor: Michael Brown. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.31. Course Price: 253.75. Feedback Score: 0.734. Enrollment Numbers: 25306.0. Average Rating: 4.04.
Photography and Video Editing | Michael Brown | Intermediate,Photography and Video Editing,Michael Brown,Intermediate,Yes,No,53.04,276.63,0.708,25817.0,3.94,Course Name: Photography and Video Editing. Instructor: Michael Brown. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 53.04. Course Price: 276.63. Feedback Score: 0.708. Enrollment Numbers: 25817.0. Average Rating: 3.94.
Photography and Video Editing | Olivia Taylor | Advanced,Photography and Video Editing,Olivia Taylor,Advanced,No,Yes,53.45,255.49,0.793,24553.0,3.84,Course Name: Photography and Video Editing. Instructor: Olivia Taylor. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 53.45. Course Price: 255.49. Feedback Score: 0.793. Enrollment Numbers: 24553.0. Average Rating: 3.84.
Photography and Video Editing | Olivia Taylor | Beginner,Photography and Video Editing,Olivia Taylor,Beginner,Yes,Yes,50.44,266.21,0.76,27421.0,3.95,Course Name: Photography and Video Editing. Instructor: Olivia Taylor. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.44. Course Price: 266.21. Feedback Score: 0.76. Enrollment Numbers: 27421.0. Average Rating: 3.95.
Photography and Video Editing | Olivia Taylor | Intermediate,Photography and Video Editing,Olivia Taylor,Intermediate,No,Yes,54.59,288.9,0.746,23321.0,4.03,Course Name: Photography and Video Editing. Instructor: Olivia Taylor. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 54.59. Course Price: 288.9. Feedback Score: 0.746. Enrollment Numbers: 23321.0. Average Rating: 4.03.
Photography and Video Editing | Prof. Emily Johnson | Advanced,Photography and Video Editing,Prof. Emily Johnson,Advanced,Yes,No,58.22,263.33,0.771,20867.0,3.98,Course Name: Photography and Video Editing. Instructor: Prof. Emily Johnson. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 58.22. Course Price: 263.33. Feedback Score: 0.771. Enrollment Numbers: 20867.0. Average Rating: 3.98.
Photography and Video Editing | Prof. Emily Johnson | Beginner,Photography and Video Editing,Prof. Emily Johnson,Beginner,No,No,52.19,249.28,0.73,25454.0,3.93,Course Name: Photography and Video Editing. Instructor: Prof. Emily Johnson. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: No. Course Duration Hours: 52.19. Course Price: 249.28. Feedback Score: 0.73. Enrollment Numbers: 25454.0. Average Rating: 3.93.
Photography and Video Editing | Prof. Emily Johnson | Intermediate,Photography and Video Editing,Prof. Emily Johnson,Intermediate,Yes,Yes,53.24,249.26,0.761,25037.0,4.15,Course Name: Photography and Video Editing. Instructor: Prof. Emily Johnson. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.24. Course Price: 249.26. Feedback Score: 0.761. Enrollment Numbers: 25037.0. Average Rating: 4.15.
Photography and Video Editing | Sarah Lee | Advanced,Photography and Video Editing,Sarah Lee,Advanced,Yes,No,49.37,253.38,0.753,23525.0,3.92,Course Name: Photography and Video Editing. Instructor: Sarah Lee. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 49.37. Course Price: 253.38. Feedback Score: 0.753. Enrollment Numbers: 23525.0. Average Rating: 3.92.
Photography and Video Editing | Sarah Lee | Beginner,Photography and Video Editing,Sarah Lee,Beginner,Yes,Yes,53.08,254.04,0.759,25885.0,3.78,Course Name: Photography and Video Editing. Instructor: Sarah Lee. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.08. Course Price: 254.04. Feedback Score: 0.759. Enrollment Numbers: 25885.0. Average Rating: 3.78.
Photography and Video Editing | Sarah Lee | Intermediate,Photography and Video Editing,Sarah Lee,Intermediate,Yes,Yes,55.54,276.2,0.731,26575.0,3.91,Course Name: Photography and Video Editing. Instructor: Sarah Lee. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.54. Course Price: 276.2. Feedback Score: 0.731. Enrollment Numbers: 26575.0. Average Rating: 3.91.
Photography and Video Editing | Sophia Anderson | Advanced,Photography and Video Editing,Sophia Anderson,Advanced,No,Yes,50.04,283.16,0.716,26121.0,4.07,Course Name: Photography and Video Editing. Instructor: Sophia Anderson. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 50.04. Course Price: 283.16. Feedback Score: 0.716. Enrollment Numbers: 26121.0. Average Rating: 4.07.
Photography and Video Editing | Sophia Anderson | Beginner,Photography and Video Editing,Sophia Anderson,Beginner,Yes,Yes,53.65,291.89,0.737,26317.0,4.06,Course Name: Photography and Video Editing. Instructor: Sophia Anderson. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.65. Course Price: 291.89. Feedback Score: 0.737. Enrollment Numbers: 26317.0. Average Rating: 4.06.
Photography and Video Editing | Sophia Anderson | Intermediate,Photography and Video Editing,Sophia Anderson,Intermediate,No,No,49.13,269.03,0.732,24328.0,3.89,Course Name: Photography and Video Editing. Instructor: Sophia Anderson. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: No. Course Duration Hours: 49.13. Course Price: 269.03. Feedback Score: 0.732. Enrollment Numbers: 24328.0. Average Rating: 3.89.
Photography and Video Editing | William Thomas | Advanced,Photography and Video Editing,William Thomas,Advanced,No,Yes,48.38,283.37,0.705,22262.0,3.97,Course Name: Photography and Video Editing. Instructor: William Thomas. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 48.38. Course Price: 283.37. Feedback Score: 0.705. Enrollment Numbers: 22262.0. Average Rating: 3.97.
Photography and Video Editing | William Thomas | Beginner,Photography and Video Editing,William Thomas,Beginner,No,Yes,48.32,251.71,0.752,25613.0,3.97,Course Name: Photography and Video Editing. Instructor: William Thomas. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 48.32. Course Price: 251.71. Feedback Score: 0.752. Enrollment Numbers: 25613.0. Average Rating: 3.97.
Photography and Video Editing | William Thomas | Intermediate,Photography and Video Editing,William Thomas,Intermediate,Yes,Yes,59.27,247.69,0.766,23001.0,3.99,Course Name: Photography and Video Editing. Instructor: William Thomas. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 59.27. Course Price: 247.69. Feedback Score: 0.766. Enrollment Numbers: 23001.0. Average Rating: 3.99.
Project Management Fundamentals | Alexander Young | Advanced,Project Management Fundamentals,Alexander Young,Advanced,Yes,No,57.32,246.57,0.745,21334.0,3.96,Course Name: Project Management Fundamentals. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 57.32. Course Price: 246.57. Feedback Score: 0.745. Enrollment Numbers: 21334.0. Average Rating: 3.96.
Project Management Fundamentals | Alexander Young | Beginner,Project Management Fundamentals,Alexander Young,Beginner,No,No,56.77,272.7,0.743,24612.0,3.99,Course Name: Project Management Fundamentals. Instructor: Alexander Young. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: No. Course Duration Hours: 56.77. Course Price: 272.7. Feedback Score: 0.743. Enrollment Numbers: 24612.0. Average Rating: 3.99.
Project Management Fundamentals | Alexander Young | Intermediate,Project Management Fundamentals,Alexander Young,Intermediate,Yes,Yes,56.03,287.9,0.761,24964.0,4.02,Course Name: Project Management Fundamentals. Instructor: Alexander Young. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.03. Course Price: 287.9. Feedback Score: 0.761. Enrollment Numbers: 24964.0. Average Rating: 4.02.
Project Management Fundamentals | Benjamin Lewis | Advanced,Project Management Fundamentals,Benjamin Lewis,Advanced,No,Yes,46.19,270.26,0.768,26119.0,3.93,Course Name: Project Management Fundamentals. Instructor: Benjamin Lewis. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 46.19. Course Price: 270.26. Feedback Score: 0.768. Enrollment Numbers: 26119.0. Average Rating: 3.93.
Project Management Fundamentals | Benjamin Lewis | Beginner,Project Management Fundamentals,Benjamin Lewis,Beginner,Yes,No,54.58,279.11,0.744,25024.0,4.02,Course Name: Project Management Fundamentals. Instructor: Benjamin Lewis. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 54.58. Course Price: 279.11. Feedback Score: 0.744. Enrollment Numbers: 25024.0. Average Rating: 4.02.
Project Management Fundamentals | Benjamin Lewis | Intermediate,Project Management Fundamentals,Benjamin Lewis,Intermediate,No,Yes,50.12,256.04,0.738,20760.0,3.96,Course Name: Project Management Fundamentals. Instructor: Benjamin Lewis. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 50.12. Course Price: 256.04. Feedback Score: 0.738. Enrollment Numbers: 20760.0. Average Rating: 3.96.
Project Management Fundamentals | Charlotte King | Advanced,Project Management Fundamentals,Charlotte King,Advanced,Yes,Yes,54.02,235.42,0.732,20714.0,3.81,Course Name: Project Management Fundamentals. Instructor: Charlotte King. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.02. Course Price: 235.42. Feedback Score: 0.732. Enrollment Numbers: 20714.0. Average Rating: 3.81.
Project Management Fundamentals | Charlotte King | Beginner,Project Management Fundamentals,Charlotte King,Beginner,No,Yes,51.22,260.27,0.758,25078.0,4.01,Course Name: Project Management Fundamentals. Instructor: Charlotte King. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 51.22. Course Price: 260.27. Feedback Score: 0.758. Enrollment Numbers: 25078.0. Average Rating: 4.01.
Project Management Fundamentals | Charlotte King | Intermediate,Project Management Fundamentals,Charlotte King,Intermediate,Yes,Yes,50.69,273.08,0.743,23225.0,3.97,Course Name: Project Management Fundamentals. Instructor: Charlotte King. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.69. Course Price: 273.08. Feedback Score: 0.743. Enrollment Numbers: 23225.0. Average Rating: 3.97.
Project Management Fundamentals | Daniel White | Advanced,Project Management Fundamentals,Daniel White,Advanced,No,Yes,49.13,260.22,0.76,27172.0,3.9,Course Name: Project Management Fundamentals. Instructor: Daniel White. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 49.13. Course Price: 260.22. Feedback Score: 0.76. Enrollment Numbers: 27172.0. Average Rating: 3.9.
Project Management Fundamentals | Daniel White | Beginner,Project Management Fundamentals,Daniel White,Beginner,Yes,Yes,50.52,259.87,0.757,23767.0,3.95,Course Name: Project Management Fundamentals. Instructor: Daniel White. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.52. Course Price: 259.87. Feedback Score: 0.757. Enrollment Numbers: 23767.0. Average Rating: 3.95.
Project Management Fundamentals | Daniel White | Intermediate,Project Management Fundamentals,Daniel White,Intermediate,Yes,Yes,54.69,270.65,0.731,21873.0,3.98,Course Name: Project Management Fundamentals. Instructor: Daniel White. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.69. Course Price: 270.65. Feedback Score: 0.731. Enrollment Numbers: 21873.0. Average Rating: 3.98.
Project Management Fundamentals | David Wilson | Advanced,Project Management Fundamentals,David Wilson,Advanced,No,Yes,60.35,252.68,0.759,23238.0,3.92,Course Name: Project Management Fundamentals. Instructor: David Wilson. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 60.35. Course Price: 252.68. Feedback Score: 0.759. Enrollment Numbers: 23238.0. Average Rating: 3.92.
Project Management Fundamentals | David Wilson | Beginner,Project Management Fundamentals,David Wilson,Beginner,Yes,Yes,53.01,258.24,0.745,25584.0,3.76,Course Name: Project Management Fundamentals. Instructor: David Wilson. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.01. Course Price: 258.24. Feedback Score: 0.745. Enrollment Numbers: 25584.0. Average Rating: 3.76.
Project Management Fundamentals | David Wilson | Intermediate,Project Management Fundamentals,David Wilson,Intermediate,Yes,Yes,45.97,238.74,0.736,26228.0,4.02,Course Name: Project Management Fundamentals. Instructor: David Wilson. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 45.97. Course Price: 238.74. Feedback Score: 0.736. Enrollment Numbers: 26228.0. Average Rating: 4.02.
Project Management Fundamentals | Dr. John Smith | Advanced,Project Management Fundamentals,Dr. John Smith,Advanced,Yes,No,53.76,257.99,0.769,22180.0,3.9,Course Name: Project Management Fundamentals. Instructor: Dr. John Smith. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 53.76. Course Price: 257.99. Feedback Score: 0.769. Enrollment Numbers: 22180.0. Average Rating: 3.9.
Project Management Fundamentals | Dr. John Smith | Beginner,Project Management Fundamentals,Dr. John Smith,Beginner,Yes,Yes,51.43,249.27,0.746,22464.0,4.06,Course Name: Project Management Fundamentals. Instructor: Dr. John Smith. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.43. Course Price: 249.27. Feedback Score: 0.746. Enrollment Numbers: 22464.0. Average Rating: 4.06.
Project Management Fundamentals | Dr. John Smith | Intermediate,Project Management Fundamentals,Dr. John Smith,Intermediate,No,Yes,58.03,240.31,0.731,23656.0,4.02,Course Name: Project Management Fundamentals. Instructor: Dr. John Smith. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 58.03. Course Price: 240.31. Feedback Score: 0.731. Enrollment Numbers: 23656.0. Average Rating: 4.02.
Project Management Fundamentals | Dr. Mia Walker | Advanced,Project Management Fundamentals,Dr. Mia Walker,Advanced,No,Yes,51.04,263.75,0.723,29027.0,4.05,Course Name: Project Management Fundamentals. Instructor: Dr. Mia Walker. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 51.04. Course Price: 263.75. Feedback Score: 0.723. Enrollment Numbers: 29027.0. Average Rating: 4.05.
Project Management Fundamentals | Dr. Mia Walker | Beginner,Project Management Fundamentals,Dr. Mia Walker,Beginner,Yes,No,51.26,257.01,0.729,24038.0,3.92,Course Name: Project Management Fundamentals. Instructor: Dr. Mia Walker. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 51.26. Course Price: 257.01. Feedback Score: 0.729. Enrollment Numbers: 24038.0. Average Rating: 3.92.
Project Management Fundamentals | Dr. Mia Walker | Intermediate,Project Management Fundamentals,Dr. Mia Walker,Intermediate,Yes,Yes,48.09,265.51,0.742,23788.0,3.98,Course Name: Project Management Fundamentals. Instructor: Dr. Mia Walker. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.09. Course Price: 265.51. Feedback Score: 0.742. Enrollment Numbers: 23788.0. Average Rating: 3.98.
Project Management Fundamentals | Dr. Robert Davis | Advanced,Project Management Fundamentals,Dr. Robert Davis,Advanced,Yes,Yes,52.62,264.85,0.732,24246.0,3.98,Course Name: Project Management Fundamentals. Instructor: Dr. Robert Davis. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.62. Course Price: 264.85. Feedback Score: 0.732. Enrollment Numbers: 24246.0. Average Rating: 3.98.
Project Management Fundamentals | Dr. Robert Davis | Beginner,Project Management Fundamentals,Dr. Robert Davis,Beginner,No,Yes,52.75,267.45,0.719,23415.0,3.88,Course Name: Project Management Fundamentals. Instructor: Dr. Robert Davis. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.75. Course Price: 267.45. Feedback Score: 0.719. Enrollment Numbers: 23415.0. Average Rating: 3.88.
Project Management Fundamentals | Dr. Robert Davis | Intermediate,Project Management Fundamentals,Dr. Robert Davis,Intermediate,No,Yes,52.89,275.47,0.763,27208.0,3.96,Course Name: Project Management Fundamentals. Instructor: Dr. Robert Davis. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.89. Course Price: 275.47. Feedback Score: 0.763. Enrollment Numbers: 27208.0. Average Rating: 3.96.
Project Management Fundamentals | Emma Harris | Advanced,Project Management Fundamentals,Emma Harris,Advanced,Yes,Yes,55.3,290.13,0.776,25643.0,3.95,Course Name: Project Management Fundamentals. Instructor: Emma Harris. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.3. Course Price: 290.13. Feedback Score: 0.776. Enrollment Numbers: 25643.0. Average Rating: 3.95.
Project Management Fundamentals | Emma Harris | Beginner,Project Management Fundamentals,Emma Harris,Beginner,No,Yes,54.34,274.3,0.729,27200.0,3.97,Course Name: Project Management Fundamentals. Instructor: Emma Harris. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 54.34. Course Price: 274.3. Feedback Score: 0.729. Enrollment Numbers: 27200.0. Average Rating: 3.97.
Project Management Fundamentals | Emma Harris | Intermediate,Project Management Fundamentals,Emma Harris,Intermediate,Yes,Yes,51.19,271.8,0.749,23494.0,3.94,Course Name: Project Management Fundamentals. Instructor: Emma Harris. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.19. Course Price: 271.8. Feedback Score: 0.749. Enrollment Numbers: 23494.0. Average Rating: 3.94.
Project Management Fundamentals | Ethan Hall | Advanced,Project Management Fundamentals,Ethan Hall,Advanced,Yes,Yes,47.16,272.36,0.779,25609.0,4.12,Course Name: Project Management Fundamentals. Instructor: Ethan Hall. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 47.16. Course Price: 272.36. Feedback Score: 0.779. Enrollment Numbers: 25609.0. Average Rating: 4.12.
Project Management Fundamentals | Ethan Hall | Beginner,Project Management Fundamentals,Ethan Hall,Beginner,No,Yes,54.47,259.13,0.733,25485.0,4.18,Course Name: Project Management Fundamentals. Instructor: Ethan Hall. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 54.47. Course Price: 259.13. Feedback Score: 0.733. Enrollment Numbers: 25485.0. Average Rating: 4.18.
Project Management Fundamentals | Ethan Hall | Intermediate,Project Management Fundamentals,Ethan Hall,Intermediate,Yes,Yes,50.59,243.6,0.735,25456.0,3.97,Course Name: Project Management Fundamentals. Instructor: Ethan Hall. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.59. Course Price: 243.6. Feedback Score: 0.735. Enrollment Numbers: 25456.0. Average Rating: 3.97.
Project Management Fundamentals | Isabella Scott | Advanced,Project Management Fundamentals,Isabella Scott,Advanced,Yes,Yes,54.04,267.19,0.784,21622.0,4.01,Course Name: Project Management Fundamentals. Instructor: Isabella Scott. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.04. Course Price: 267.19. Feedback Score: 0.784. Enrollment Numbers: 21622.0. Average Rating: 4.01.
Project Management Fundamentals | Isabella Scott | Beginner,Project Management Fundamentals,Isabella Scott,Beginner,No,Yes,53.77,243.48,0.739,24917.0,3.88,Course Name: Project Management Fundamentals. Instructor: Isabella Scott. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 53.77. Course Price: 243.48. Feedback Score: 0.739. Enrollment Numbers: 24917.0. Average Rating: 3.88.
Project Management Fundamentals | Isabella Scott | Intermediate,Project Management Fundamentals,Isabella Scott,Intermediate,Yes,Yes,55.8,264.25,0.754,22943.0,3.94,Course Name: Project Management Fundamentals. Instructor: Isabella Scott. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.8. Course Price: 264.25. Feedback Score: 0.754. Enrollment Numbers: 22943.0. Average Rating: 3.94.
Project Management Fundamentals | James Clark | Advanced,Project Management Fundamentals,James Clark,Advanced,Yes,Yes,55.92,266.96,0.765,25735.0,3.94,Course Name: Project Management Fundamentals. Instructor: James Clark. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.92. Course Price: 266.96. Feedback Score: 0.765. Enrollment Numbers: 25735.0. Average Rating: 3.94.
Project Management Fundamentals | James Clark | Beginner,Project Management Fundamentals,James Clark,Beginner,Yes,Yes,46.46,242.7,0.729,26941.0,3.91,Course Name: Project Management Fundamentals. Instructor: James Clark. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 46.46. Course Price: 242.7. Feedback Score: 0.729. Enrollment Numbers: 26941.0. Average Rating: 3.91.
Project Management Fundamentals | James Clark | Intermediate,Project Management Fundamentals,James Clark,Intermediate,Yes,Yes,52.85,256.09,0.733,23605.0,3.95,Course Name: Project Management Fundamentals. Instructor: James Clark. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.85. Course Price: 256.09. Feedback Score: 0.733. Enrollment Numbers: 23605.0. Average Rating: 3.95.
Project Management Fundamentals | Jessica Martinez | Advanced,Project Management Fundamentals,Jessica Martinez,Advanced,Yes,Yes,50.28,272.36,0.743,24196.0,4.06,Course Name: Project Management Fundamentals. Instructor: Jessica Martinez. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.28. Course Price: 272.36. Feedback Score: 0.743. Enrollment Numbers: 24196.0. Average Rating: 4.06.
Project Management Fundamentals | Jessica Martinez | Beginner,Project Management Fundamentals,Jessica Martinez,Beginner,Yes,Yes,57.29,251.76,0.73,26452.0,3.91,Course Name: Project Management Fundamentals. Instructor: Jessica Martinez. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 57.29. Course Price: 251.76. Feedback Score: 0.73. Enrollment Numbers: 26452.0. Average Rating: 3.91.
Project Management Fundamentals | Jessica Martinez | Intermediate,Project Management Fundamentals,Jessica Martinez,Intermediate,No,Yes,55.46,256.97,0.735,23933.0,4.06,Course Name: Project Management Fundamentals. Instructor: Jessica Martinez. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 55.46. Course Price: 256.97. Feedback Score: 0.735. Enrollment Numbers: 23933.0. Average Rating: 4.06.
Project Management Fundamentals | Liam Adams | Advanced,Project Management Fundamentals,Liam Adams,Advanced,Yes,Yes,55.41,278.67,0.723,22812.0,3.96,Course Name: Project Management Fundamentals. Instructor: Liam Adams. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.41. Course Price: 278.67. Feedback Score: 0.723. Enrollment Numbers: 22812.0. Average Rating: 3.96.
Project Management Fundamentals | Liam Adams | Beginner,Project Management Fundamentals,Liam Adams,Beginner,No,Yes,53.61,262.8,0.738,24218.0,4.04,Course Name: Project Management Fundamentals. Instructor: Liam Adams. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 53.61. Course Price: 262.8. Feedback Score: 0.738. Enrollment Numbers: 24218.0. Average Rating: 4.04.
Project Management Fundamentals | Liam Adams | Intermediate,Project Management Fundamentals,Liam Adams,Intermediate,Yes,Yes,49.41,260.87,0.745,24537.0,4.02,Course Name: Project Management Fundamentals. Instructor: Liam Adams. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.41. Course Price: 260.87. Feedback Score: 0.745. Enrollment Numbers: 24537.0. Average Rating: 4.02.
Project Management Fundamentals | Michael Brown | Advanced,Project Management Fundamentals,Michael Brown,Advanced,Yes,Yes,51.79,231.22,0.757,24231.0,3.99,Course Name: Project Management Fundamentals. Instructor: Michael Brown. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.79. Course Price: 231.22. Feedback Score: 0.757. Enrollment Numbers: 24231.0. Average Rating: 3.99.
Project Management Fundamentals | Michael Brown | Beginner,Project Management Fundamentals,Michael Brown,Beginner,Yes,Yes,49.93,223.33,0.73,24518.0,3.89,Course Name: Project Management Fundamentals. Instructor: Michael Brown. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.93. Course Price: 223.33. Feedback Score: 0.73. Enrollment Numbers: 24518.0. Average Rating: 3.89.
Project Management Fundamentals | Michael Brown | Intermediate,Project Management Fundamentals,Michael Brown,Intermediate,Yes,Yes,47.31,247.3,0.708,24380.0,4.14,Course Name: Project Management Fundamentals. Instructor: Michael Brown. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 47.31. Course Price: 247.3. Feedback Score: 0.708. Enrollment Numbers: 24380.0. Average Rating: 4.14.
Project Management Fundamentals | Olivia Taylor | Advanced,Project Management Fundamentals,Olivia Taylor,Advanced,Yes,Yes,57.06,275.9,0.723,24583.0,4.04,Course Name: Project Management Fundamentals. Instructor: Olivia Taylor. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 57.06. Course Price: 275.9. Feedback Score: 0.723. Enrollment Numbers: 24583.0. Average Rating: 4.04.
Project Management Fundamentals | Olivia Taylor | Beginner,Project Management Fundamentals,Olivia Taylor,Beginner,Yes,No,51.13,247.59,0.749,27117.0,3.88,Course Name: Project Management Fundamentals. Instructor: Olivia Taylor. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 51.13. Course Price: 247.59. Feedback Score: 0.749. Enrollment Numbers: 27117.0. Average Rating: 3.88.
